show_id,title,Likes,Languages,Genres,Descriptions
s1944,Jab We Met,88%,,,"Aditya, a heartbroken business tycoon, aimlessly boards a train to escape his depressing life. He meets Geet, a bubbly Punjabi girl, and gets pulled into her crazy life."
s1946,Manorama Six Feet Under,62%,Hindi,,"Manorama, an irrigation minister's wife, asks Satyaveer to find proof of her husband's extramarital affair. When Satyaveer starts investigating, he uncovers a series of hidden truths."
s1947,Welcome,,,,
s60,Naruto Shippuden: The Movie,90%,,,"When Shion, the shrine maiden, is called upon to seal the deadly demons, Naruto agrees to become her guard. But when Shion forecasts his death during the mission, Naruto challenges her prediction."
s2010,Girlfriends,90%,,,"Toni, Maya, Lynn and Joan are four young, strong women who face life's ups and downs together."
s143,Freedom Writers,91%,,,"Erin Gruwell teaches a class of at-risk students who are divided by their race and harbour animosity against one another. Soon, she decides to unite them and pursue education beyond high school."
s7521,Mr. Woodcock,69%,,,"Shocked by his mother's wedding announcement, a young man returns home in an effort to stop her from marrying his old high school gym teacher, who made his life a living hell."
s7528,Murder Party,78%,,,"A man gets a random invitation to a Halloween party, and when he arrives he finds he's the guest of honour at his very own gut-wrenching murder."
s5299,Gurren Lagann,93%,Japanese," Anime, Mecha Anime, Action, Comedy, Drama, MORE","This Japanese anime is set in a make-believe future in which humans have been forced to live in isolated underground villages, where they constantly must burrow deeper into the Earth to escape the frequent earthquakes that wreak havoc on their way of life. In this world, two orphans named Simon and Kamina resolve to find a way to dig their way back to the surface, where they hope to make peace with the Beastmen and their robots who terrorize their human prey.â€¦\xa0MORE"
s5940,The 4400,74%,," Science fiction, Drama, Miniseries","What appears to be a comet slows, hovers and stops, then bursts forth to reveal 4,400 people who were presumed dead or missing over the past 50 years. They look exactly the same as the moment they disappeared, but some of the returnees now have special powers. After one of the 4,400 commits a murder, a special division of the Homeland Security Department is formed to monitor them.â€¦\xa0MORE"
s6299,Bhool Bhulaiyaa,,,,
s1828,Under the Bombs,63%,,,"During the 2006 Lebanon War, a panicked mother named Zeina returns home in search of her son. Things take a drastic turn when Tony, a taxi driver, helps her in her journey."
s6848,Ghost Rider,80%,,,"Stunt motorcyclist Johnny Blaze decides to give up his soul to become the Ghost Rider and fight against Blackheart, the son of Mephistopheles, the devil himself."
s7593,No Reservations,73%,,,A perfectionist chef struggles to raise her late sister's little girl while a new high-spirited chef threatens to take over her kitchen with his free-wheeling ways.
s7639,Ocean's Thirteen,87%,,,"Danny and his gang of thieves have to pull off their most risky heist to defend one of their own. However, they are going to need more than luck to break the ruthless Willy and his casino."
s8230,The Bucket List,81%,,,"Two terminally ill men left with only six months to live, decide to explore life and make a bucket list comprising all the things they have never tried before."
s6328,Black Snake Moan,65%,,,"Lazarus, a religious farmer, tends to Rae, a sexually abused young girl, after she is dumped on the roadside by a friend of her boyfriend Ronnie."
s7006,Hot Rod,78%,,,"Rod, a naif, slacker lives with his mother, brother and stepfather whose respect he craves. When his stepfather needs an operation, to raise funds, he plans to set a school-bus-jumping record."
s8803,Zodiac,,,,"The zodiac is a belt-shaped region of the sky that extends approximately 8Â° north or south of the ecliptic, the apparent path of the Sun across the celestial sphere over the course of the year. The paths of the Moon and visible planets are within the belt of the zodiac. Wikipedia"
s4379,The Pixar Story,72%,,,"The story of the pioneering computer animation studio Pixar, featuring contributions from the studio's bosses and a host of actors who have lent their voices to their creations, including Tom Hanks. Films such as `Toy Story' and `A Bug's Life' have led to the studio becoming one of the most consistently successful, both critically and financially, of recent years.â€¦\xa0MORE"
s3350,The Old Thieves: The Legend of Artegios,85%,,,Four notorious and aged bandits recall their infamy in 1960s Mexico.
s6512,Code Name: The Cleaner,70%,,,"Suffering from amnesia, a mild-mannered janitor is fooled into believing that he is an undercover agent. He witnesses a global arms plot involving the CIA and FBI. A federal agent is smitten with him."
s8068,Spider-Man 3,83%,,,Peter Parker becomes one with a symbiotic alien that bolsters his Spider-Man avatar and affects his psyche. He also has to deal with Sandman and maintain a fragmented relationship with Mary Jane.
s8224,The Brave One,66%,,,"After a brutal attack which results in the death of her fiance, Erica is traumatised. She decides to take the law into her own hands and track down the killers."
s4432,Dhan Dhana Dhan Goal,70%,,,"Sunny Bhasin lives in Southall and plays for Southall Football Club, an Asian-dominated club in England. When he gets a lucrative offer from Millwall FC, he readily accepts it."
s4441,Hattrick,,," Massively multiplayer online game, Sports Video Game, Simulation Video Game, Strategy Video Game, Simulation Game","Hattrick is a browser-based massively multiplayer online football management simulation video game developed in Sweden and launched on 30 August 1997. The game contains 144 different countries plus the Hattrick International, each with its own league pyramid, and 53 different language versions. Wikipedia"
s4450,Life in a ... Metro,85%,,,"The lives of nine people living and working in the city of Mumbai change drastically when their fates intertwine with each other. However, they are determined to rise above their emotions."
s8554,The Water Horse: Legend of the Deep,68%,,,"Young Angus MacMorrow discovers a mysterious egg that grows up to be the Loch Ness monster. As they form a strong relationship, the boy's family refuses to believe in the creature's existence."
s5193,The Golden Path,,,,
s4872,My Fuhrer,66%,German,,"With Adolf Hitler too depressed to give a major speech at New Year, Goebbels frees a Jewish actor from a concentration camp in order to coach Hitler and help him get back on his feet."
s5957,Just Another Love Story,73%,Danish,,"Jonas (Anders W. Berthelsen) has wearied of his conventional suburban life. But then he gets in a car accident with Julia (Rebecka Hemse), a beautiful young woman. Jonas ventures to the hospital to visit Julia, where her wealthy family mistakes him for her boyfriend, whom they've never met. Waking from a coma, an amnesic Julia believes that Jonas is her boyfriend as well. Seeking passion and adventure, Jonas assumes the boyfriend's identity, only to receive more than he bargained for.â€¦\xa0MORE"
s2505,Karkar,,,,
s4859,Katt Williams: American Hustle (The Movie),75%,,,"Katt Williams: American Hustle, also known as American Hustle: The Movie, is a 2007 comedy film directed by Brit McAdams, and written by Brit McAdams and Katt Williams. The film was R-rated for its sexual content, drug use, and profanity. Wikipedia"
s2520,Avatar: The Last Airbender,96%,,,"The world is divided into four nations -- the Water Tribe, the Earth Kingdom, the Fire Nation and and the Air Nomads -- each represented by a natural element for which the nation is named. Benders have the ability to control and manipulate the element from their nation. Only the Avatar is the master of all four elements. The ruthless Fire Nation wants to conquer the world but the only bender who has enough power, the Avatar, has disappeared ... until now. His tribe soon discovers that Aang is the long-lost Avatar. Now Katara and Sokka must safeguard Aang on his journey to master all four elements and save the world from the Fire Nation.â€¦\xa0MORE"
s2593,The Heartbreak Kid,64%,,,"Eddie's illusion of marrying the perfect woman breaks when he falls in love with another woman, Miranda, on his honeymoon. In order to spend time with Miranda, he hides the fact that he is married."
s8159,Teenage Mutant Ninja Turtles,83%,,,"A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan."
s8373,The Jane Austen Book Club,56%,,,"When Sylvia is dumped by her husband, two of her friends organize a book club to keep her distracted. The objective is to read a Jane Austen novel, only to realize that life imitates art in many ways."
s7693,Pablo Escobar: Angel or Demon?,84%,,,"Pablo, Angel o Demonio is the untold story of a man who changed our world forever. He created the multinational enterprise of cocaine trafficking and through terror brought a country to its knees, but through altruistic generosity he transformed the lives of his people, the underprivileged."
s3989,Bo on the Go!,84%,,,Bo goes on amazing adventures with her friend Dezadore.
s4018,A Love Story,75%,,,"In spite of opposition from his father, Oliver and Jennifer get married. However, soon after, the couple faces several challenges that test their bond."
s2864,There Will Be Blood,91%,,,"Daniel Plainview is a ruthless oil prospector who goes on a relentless pursuit to become the most powerful oil tycoon. For this, he even resorts to manipulating and using his adopted son."
s5009,Guru,,,,
s754,"Newly Rich, Newly Poor",89%,,,"Nuevo Rico Nuevo Pobre is a Colombian telenovela produced and broadcast by Caracol TV starring MartÃ­n Karpan, John Alex Toro, Maria Cecilia Botero, Carolina Acevedo, Hugo GÃ³mez, former Miss Colombia Andrea Noceti and AndrÃ©s Toro. Wikipedia"
s2430,Canâ€™t Complain,,,,
s6371,Bratz: The Movie,79%,,,"Meredith, the most popular girl in high school, manipulates four best friends into hating each other. The girls are reunited when they are forced to spend detention together."
s513,Code Lyoko,95%," French, English"," Action, Romance, Comedy, Science fiction, Adventure, Adventure fiction, Action fiction, Animation","Four boarding school friends accidentally discover a parallel universe called Lyoko, its inhabitant Aelita and an evil computer virus, XANA. Soon, they try to help Aelita in thwarting XANA's plans."
s4748,Kath and Kim,90%,,,"Kath and Kim, a dysfunctional mother-daughter duo, navigate through relationship troubles, personal issues and life while trying to stay sane."
s7695,Pahuyut Fighting Beat,75%,,,Muay Thai experts use their deadly art to protect themselves and their mentor's daughter when extortionists threaten to kill her.
s8613,Train of the Dead,68%,,,"Five teenagers on the run from police officers hide in a train carriage. However, its occupants are ghosts on their way to hell and they intend to take them along."
s3651,Twins Mission,53%,Cantonese,,"Acrobatic twin sisters spring into action to protect a Tibetan artefact called the Heaven's Bead, which is said to posses magical healing powers."
s7086,Intelligence,,,,"Intelligence has been defined in many ways: the capacity for abstraction, logic, understanding, self-awareness, learning, emotional knowledge, reasoning, planning, creativity, critical thinking, and problem-solving. Wikipedia"
s461,Surf's Up,,,,
s2315,Stardust,72%,,,"Tristan promises Victoria to get a star from the magical kingdom of Stormhold that exists beyond the Wall. Trying to keep his promise, Tristan ends up having an adventure that changes his life."
s7582,Next,,,,"Next plc is a British multinational clothing, footwear and home products retailer, which has its headquarters in Enderby, England. It has around 700 stores, of which circa 500 are in the United Kingdom, and circa 200 across Europe, Asia and the Middle East. Wikipedia"
s4798,Namastey London,,,,
s7968,Secret,89%,,Self-help book,"The Secret is a 2006 self-help book by Rhonda Byrne, based on the earlier film of the same name. It is based on the belief of the pseudoscientific law of attraction, which claims that thoughts can change a person's life directly. The book alleges energy as assurance of its effectiveness. Wikipedia"
s8317,The Future of Water,,,,
s6271,Becoming Jane,83%,,,"Jane Austen aspires to be a writer, but her parents expect her to marry a wealthy lady's nephew instead. Resisting this threat to her freedom, she begins to fall for a charming but poor Irishman."
s1457,Into the Wild,86%,,,"Christopher McCandless, a young graduate, decides to renounce all his possessions and hitchhike across America. During his journey, he encounters several situations which change him as a person."
s6798,Fred Claus,90%,,,"Fred, Santa Claus's older brother, has landed in jail for stealing. However, Santa agrees to bail him out on the condition that Fred comes to the North Pole and makes toys for Christmas."
s8127,Superbad,90%,,,"Two high school boys want to enjoy their lives to the fullest before they go to different colleges. Unfortunately, their debauchery lands them in trouble."
s3058,Garfield Gets Real,,,,
s6910,Hairspray,85%,,,"Tracy emerges from being an overweight teenager to a television superstar. However, her journey is interrupted when she becomes a victim of racial discrimination and decides to fight back."
s7705,Paranormal Activity,,,,"Paranormal Activity is an American supernatural horror franchise consisting of eight films and additional media. Created by Oren Peli, the original film premiered in 2007 and was widely released in 2009. Wikipedia"
s8139,Sweeney Todd: The Demon Barber of Fleet Street,79%,,,"Benjamin vows to seek revenge from the judge who framed him for a crime he did not commit. In order to do so, he reopens his barbershop and begins murdering his customers with a razor."
s8286,The Dukes of Hazzard: The Beginning,49%,,,Teenaged cousins Bo and Luke Duke spend their first few weeks in Hazzard County getting into trouble running outlawed liquor in order to save their Uncle Jesse's farm.
s6086,Across the Universe,,,,
s7729,Perfect Stranger,76%,,,"A journalist goes undercover to investigate her friend's unresolved murder, believing a wealthy businessman to be responsible. She poses as an employee in order to gain answers."
s5649,Bee Movie,72%,,,"Barry B Benson, a bee who has just completed his graduation, decides to sue humans after he learns about the exploitation of bees at the hands of mankind."
s7771,Power Rangers Operation Overdrive,87%,," Action, Comedy, Adventure, Adventure fiction, Action fiction, Superhero fiction, Science fantasy",Five teenagers set out to protect ancient jewels which hold great powers from the hands of two evil brothers who want to use it for selfish reasons.
s6612,Dinner for Five,97%,,,Filmmakers discuss the profession.
s8552,The War: A Film by Ken Burns and Lynn Novick,91%,,,"Six years in the making, Ken Burns' seven-part documentary series chronicles the horrifying historical impact of World War II from an American perspective by focusing on the personal stories of private citizens from four American towns: Waterbury, Connecticut; Mobile, Alabama; Sacramento, California; and Luverne, Minnesota. Together, these four communities serve as a tapestry of the ordeal Americans went through during the four years of the war, as witnesses share their own vivid and often harrowing accounts of how the war dramatically altered their lives as well as those of their friends and neighbours.â€¦\xa0MORE"
s7924,Sakhi,66%,,,"Karthik and Shakti marry against the wishes of their families and start their new life. However, they soon realise that marriage is not the bed of roses they had imagined it would be."
s6177,Anwar,,,,Anwar bin Ibrahim is a Malaysian politician who has served as the 10th Prime Minister of Malaysia since November 2022. He served as the 12th and 16th Leader of the Opposition from August 2008 to March 2015 and again from May 2020 to November 2022. Wikipedia
s6605,Dhamaal,,,,"Dhamaal is an Indian comedy film series directed and co-produced by Indra Kumar. It stars Ritesh Deshmukh, Arshad Warsi, Javed Jaffrey and Sanjay Dutt in lead roles.Dhamaal was released on 7 September 2007 and its also spawned two direct sequels Double Dhamaal and then a reboot Total Dhamaal. Wikipedia"
s8612,Traffic Signal,,,,"Traffic lights, traffic signals, or stoplights â€“ known also as robots in South Africa are signalling devices positioned at road intersections, pedestrian crossings, and other locations in order to control flows of traffic. Wikipedia"
s3140,Honeymoon Travels Pvt. Ltd.,65%,,,"While on their honeymoon, six newly-married couples discover hidden facets and unravel secrets about their respective spouses on their four-day journey to Goa."
s216,Shootout at Lokhandwala,93%,,,"An experienced policeman, Khan, leads a team to eliminate gangsters hiding in a residential locality in Mumbai. However, this results in his own integrity being questioned."
s328,Beowulf,75%,,Epic heroic writing,"Beowulf is an Old English epic poem in the tradition of Germanic heroic legend consisting of 3,182 alliterative lines. It is one of the most important and most often translated works of Old English literature. Wikipedia"
s338,Good Luck Chuck,75%,,,"Chuck, a dentist, discovers that women inevitably find their soul mate immediately after having a sexual encounter with him. But it poses a problem when he falls in love with Cam."
s1023,Taare Zameen Par,95%,,,"Ishaan is criticised by his parents for his poor academic performance and is sent away to a boarding school. Ram, an art teacher, however, realises he has dyslexia and helps him uncover his potential."
s6711,Evan Almighty,73%,,,"When God warns him about an enormous flood, Evan Baxter, a congressman, is forced to build an ark to save all the animals and humans."
s6794,Fracture,73%,,,"Ted is arrested for the attempted murder of his wife. Willy Beachum, a successful district attorney, assumes it to be a simple case but finds in Ted, who acts as his own lawyer, a tough opponent."
s7691,P.S. I Love You,83%,,,"Holly Kennedy receives letters from her late husband that bring her hope, strength and inspiration and make her feel as if he is standing by her side each step of the way."
s8695,War,,,,
s4955,Om Shanti Om,82%,,,"Om, a junior film artist, is smitten by Shantipriya, a renowned actress, but is killed while trying to save her from a fire accident. Thirty years later, he is reborn and sets out to avenge her death."
s8186,The Aerial,85%,,,"In a futuristic city, the residents have lost their voices to both the omnipotent Mr. TV and the nameless corporation that runs the metropolis."
s5855,Frank and Cindy,59%,,,"When Cindy and Frank met, she was the ultimate groupie and he was a member of a hit band. Now, 20 years later, their son aims a camera at their relationship and examines faded stardom and the pursuit of happiness."
s63,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,89%,,,Naruto and his friends are on a mission to protect the prince of the Land of the Moon.
s3515,Steal a Pencil for Me,88%,,,
s170,Poseidon,66%,,,"On New Year's Eve, a giant wave crashes into Poseidon, a luxurious cruise liner, and flips it upside down. As the ship begins to sink, the passengers struggle to find a way to survive."
s3542,Naruto,,," Shonen manga, Fantasy, Action manga","Naruto is a Japanese manga series written and illustrated by Masashi Kishimoto. It tells the story of Naruto Uzumaki, a young ninja who seeks recognition from his peers and dreams of becoming the Hokage, the leader of his village. Wikipedia"
s7670,Open Season,,,,
s8381,The Lake House,82%,,,"Love blooms when Kate, a doctor, exchanges letters with Alex, an architect who is fed up with his life. Unknown to them, they lead lives two years apart."
s5295,Brother's Shadow,65%,,,Jake serves his probation in Alaska and returns to his family in Brooklyn after 10 years. He finds out his perfect brother has died and starts trying to take everything he had.
s4471,Dragon Tiger Gate,74%," Chinese, Catalan, Cantonese",,"Two half-brothers are the complete opposite of each other. While one leads a gang, the other keeps himself away from any trouble. When a common enemy threatens their existence, they join forces."
s7024,Humko Deewana Kar Gaye,74%,,,"Aditya and Jia fall in love, but they are engaged to different people. They part ways only to meet at Jia's wedding reception and realise that they still love each other."
s1852,One on One,93%,,,"A single father suddenly becomes a full-time dad when his ex-wife accepts a job out of the country and his teenage daughter, Breanna, moves in with him. The former athlete-turned-sportscaster finds his bachelor lifestyle completely turned upside-down as he and his daughter settle into a real familial relationship."
s5752,DEATH NOTE,,," Mystery, Psychological thriller, Thriller","Death Note is a Japanese manga series written by Tsugumi Ohba and illustrated by Takeshi Obata. It was serialized in Shueisha's shÅnen manga magazine Weekly ShÅnen Jump from December 2003 to May 2006, with its 108 chapters collected in 12 tankÅbon volumes. Wikipedia"
s1866,Phir Hera Pheri,85%,,,"A twist of fate changes the lives of Raju, Shyam and Baburao when they get cheated by a fraudster. They must now find another way to repay the loan taken from a dreaded gangster."
s6693,Employee of the Month,79%,,,"When Zack, an employee at a local store, learns that Amy, a new cashier who joins his workplace, went out on a date with the 'Employee of the Month', he is motivated to win the title."
s8102,Stranger than Fiction,89%,,,"Harold's life is turned upside down by a narration only he can hear. When the voice declares that Harold is facing death, he realises he must find out who it is and persuade it to change his fate."
s8129,Superman Returns,62%,,,"Upon his return to Earth, Superman must deal with heartbreak and put his powers to test once again to stop his greatest arch-nemesis, Lex Luthor, from gaining complete control of the world."
s8470,The Pursuit of Happyness,94%,,,"Tired of Chris's professional failures, his wife decides to separate, leaving him financially broke with an unpaid internship in a brokerage firm and his son's custody to deal with."
s8656,Unaccompanied Minors,73%,,,A group of minors find themselves stranded at the airport. They then decide to make the most out of the holiday season and thereby develop a special bond.
s8758,World Trade Center,,,,"The original World Trade Center was a large complex of seven buildings in the Financial District of Lower Manhattan in New York City. It opened on April 4, 1973, and was destroyed in 2001 during the September 11 attacks. Wikipedia"
s1722,A Lion in the House,85%,,,Five families struggle with the ups and downs of cancer treatment over the course of six years.
s3352,Vientos de agua,93%,Spanish,,"The life of the Olaya family, amid the political and economic fluctuations of Spain and Argentina."
s5993,16 Blocks,81%,,,"Jack is assigned the task of escorting Eddie, a witness, from police custody to the courthouse. However, when they are attacked on the way, Jack learns that the entire NYPD wants Eddie dead."
s7554,Nacho Libre,85%,,,"Ignacio, a monastery cook, decides to fulfil his dream of becoming a luchador to make more money. In order to do so, he seeks help from Steven, a local thief."
s4430,Chup Chup Ke,79%,,,"A fisherman saves Jeetu from committing suicide, only to sell him to a moneylender. Jeetu is then forced to pose as a man with hearing and speech impairment, resulting in hilarious consequences."
s4448,Katt Williams: The Pimp Chronicles: Pt. 1,75%,,,"Comedian Katt Williams (aka Money Mike) showcases his laugh out loud comedic talents in his first ever HBO stand-up comedy DVD taped in front of a live audience. A native of Cincinnati, Ohio, Williams worked his way up the comedy club ladder before landing key television and film roles that displayed his flashy, sassy, streetwise style."
s7688,P,,,,
s865,Taxi No. 9211,81%,,,"A taxi driver, Raghav, and a rich man, Jai, create havoc in each other's lives after meeting unexpectedly. Jai loses the key to his father's vault in Raghav's taxi and tries to get it back slyly."
s2502,Either Me Or My Auntie,82%,,,"Taymour is determined to marry Nawal, but her mother refuses to bless their union. In an attempt to get her approval, he disguises himself as an old medium named Khala Nousa."
s2510,Tarek's Situation,76%,,,"Fadi requests Tareq, an employee at a mobile company, for personal details about a young woman, Sarah. However, instead of passing on the information, Tareq meets Sarah and they fall in love."
s927,Au coeur des gangs,84%,,,"Actor and investigative journalist Ross Kemp's award-winning documentary series focuses on the world's gang culture. Each episode sees Kemp talking with gang members in a specific city, where he attempts to establish a relationship that leads to an interview with the gang's leaders. Also heard from are people who have been affected by gang violence, and the local authorities that are at times overwhelmed by the mayhem caused by the thugs. The series has taken Kemp to the violent underworlds of such places as Rio de Janeiro, London, Moscow, Jamaica, Colombia, East Timor and Southern California.â€¦\xa0MORE"
s6725,Extras,88%,,,"An out-of-work actor struggles for work, but he keeps losing parts to stars like DeNiro. He shrugs it off by saying that they are ""just lucky."""
s4967,Trailer Park Boys: The Movie,84%,,,"Julian, Ricky and Bubbles seek to steal an enormous amount of coins, which can help them secure their futures and stop being criminals."
s8556,The Wedding Curse,84%,,,"A Filipino couple working overseas return to their hometown to get married; however, a deadly curse follows the couple, based on the superstition that marriage should not take place within a year of the death of an immediate relative."
s4008,Jeff Dunham: Arguing with Myself,72%,,,"Jeff Dunham: Arguing with Myself is a stage performance of comedian and ventriloquist Jeff Dunham. The show was taped in Santa Ana, California. The DVD was released on April 11, 2006. Wikipedia"
s8397,The Lives of Others,91%," German, English",,"Before the collapse of the Berlin Wall, pro-Socialist playwright Georg's flat is bugged to find incriminating evidence against him when a corrupt government official falls for his girlfriend."
s5573,"Bon Cop, Bad Cop",,,,
s6983,Hokkabaz,86%,,,"Trying to resurrect his career, s not-so-talented magician goes on tour, but things get awry when he makes a bride disappear for real."
s1257,Tenacious D in The Pick of Destiny,92%,,,"JB, an aspiring rock star, meets classical guitarist KG in Hollywood. Together, they form the heavy metal rock band Tenacious D."
s7095,Iqbal,,,,
s2341,Vivah,73%,,,"Poonam, an orphan, is engaged to Prem, who is from a wealthy family. However, two days before her wedding, she suffers from first degree burns after her house catches fire."
s804,Ouran High School Host Club,94%,Japanese," Anime, Drama, Harem, Comedy, Romantic comedy, Animation",Haruhi is recruited into the Ouran Host Club after breaking a vase.
s805,Population 436,71%,,,"A census worker investigates why the population of a small town has remained the same for the past 100 years. He soon discovers the chilling truth, but it may be too late."
s2435,Let's Dance,,,,
s2436,Life's Speed Bump,82%,,,"Mimi, an ambitious young man, gets the chance to work for Farouq, a businessman. But when Farouq enters a coma, Mimi is forced to run his business and become the legal guardian of his daughter, Zeina."
s2442,What's Up?,,,,
s6483,Chronicle of an Escape,89%,,,Claudio Tamburrini is kidnapped by a group of men of the government from his home and is blindfolded and kept at a secret detention center.
s6121,All the Boys Love Mandy Lane,55%,,,"Mandy Lane, an orphan, makes new friends and gets invited to a weekend party at a secluded ranch. However, as the night progresses, a string of murders come to light."
s7173,Katt Williams: Live,82%,,,"Katt Williams performs in Cincinnati, Ohio."
s8227,The Break-Up,69%,,,"Brooke, an art dealer, feels unappreciated and neglected by her boyfriend, Gary. The couple breaks up, but neither wants to move out of the luxurious condo, thus leading to endless squabbles."
s598,Talladega Nights: The Ballad of Ricky Bobby,83%,,,"Ricky, a NASCAR racing sensation, is the number one racer in the world. After Jean beats him in a race and becomes the top racer, Ricky tries to regain his dominance."
s607,The Queen,,,,"Elizabeth II was Queen of the United Kingdom and other Commonwealth realms from 6 February 1952 until her death in 2022. She was queen regnant of 32 sovereign states during her lifetime, and was head of state of 15 realms at the time of her death. Wikipedia"
s7263,Lady in the Water,53%,,,"Cleveland Heep, an apartment superintendent, encounters a girl swimming in the complex's pool and learns that she is actually a magical character from a story who wants to return to her world."
s8455,The Pink Panther,,,,"The Pink Panther is an American media franchise primarily focusing on a series of comedy-mystery films featuring an inept French police detective, Inspector Jacques Clouseau. The franchise began with the release of the classic film The Pink Panther in 1963. Wikipedia"
s4791,Anthony Kaun Hai?,50%,,,"Champak changes his name to Anthony Gonzales when he gets out of jail. When an underworld gangster gets hold of him and attempts to kill him, Anthony must convince him about his real identity."
s7357,Loving Annabelle,89%,,,"After getting kicked out of two schools for disruptive behavior, Annabelle (Erin Kelly) is sent to a Roman Catholic school by her disapproving mother. In an English class taught by Simone Bradley (Diane Gaidry), Annabelle quickly shocks both teacher and fellow students with salacious interpretations of the curriculum. Simone is drawn to her unruly student, defending her from headmistress Mother Immaculata (Ilene Graff). As they grow closer, Simone realizes she has sexual feelings for Annabelle.â€¦\xa0MORE"
s8087,Stealing History,,,True crime,"Roger Atwood knows more about the market for ancient objects than almost anyone. He knows where priceless antiquities are buried, who is digging them up, and who is fencing and buying them. ... Google Books"
s8806,Zoom,,,,"Zoom Video Communications, Inc. is an American communications technology company headquartered in San Jose, California. Wikipedia"
s8273,The Departed,92%,,,"An undercover agent and a spy constantly try to counter-attack each other in order to save themselves from being exposed in front of the authorities. Meanwhile, both try to infiltrate an Irish gang."
s3069,Pan's Labyrinth,90%,Spanish,,"Ofelia moves with her mother to her stepfather's house. At night, a fairy leads her to a faun who informs her that she is a princess and she needs to participate in three tasks to prove her royalty."
s6498,Click,,,,
s6756,Final Destination 3,91%,,,"Wendy saves her friends' lives when she has a premonition that the roller coaster they are about to get on will crash. However, each person in the group starts to die in horrifying ways."
s6206,Babel,81%,,,A group of people from three continents struggles with emotional stress and traumatic situations and tries hard to deal with their problems.
s6218,Badha,62%,,,"A small village starts experiencing bizarre events which scare the residents. Resultantly, the villagers suspect an educated, young woman of practising witchcraft and ostracise her."
s8774,Yanda Kartavya Aahe,93%,,,"Rahul marries Swati at his sick grandmother's behest without knowing much about her. However, they get to know each other on their honeymoon and eventually, love blossoms between them."
s7769,Power Rangers Mystic Force,94%,English," Adventure, Fantasy, Superhero fiction, Tokusatsu, Adventure fiction, Action fiction, Science fantasy","Years ago, a powerful spell sealed the evil forces within the Underworld. However, in the present day, when an earthquake jolts the Earth and sets them free, five teenagers try to save the world."
s5958,To and From New York,,,,A Seattle reporter (Barbara King) investigating the disappearance of two women uncovers a link between the two cases that puts her in danger.
s1262,Fuga,,,,
s4081,Zach Galifianakis: Live at the Purple Onion,76%,,,Live at the Purple Onion is the first special and DVD by American stand-up comedian Zach Galifianakis directed by Michael Blieden. The show was recorded at the San Francisco club The Purple Onion in June 2005. Wikipedia
s4108,Pyaar Ke Side Effects,65%,Hindi,,"Sid, a commitment-phobe, agrees to marry his girlfriend, Trisha. However, while negotiating other problems, they face a major hurdle when Trisha's father takes a dislike towards Sid."
s7423,Matichya Chuli,85%,,,"Vishal, a young man, falls in love with Pooja and marries her. However, his marital bliss turns into a nightmare due to the constant tussle between his wife and mother."
s5133,The Secret,89%,,Self-help book,"The Secret is a 2006 self-help book by Rhonda Byrne, based on the earlier film of the same name. It is based on the belief of the pseudoscientific law of attraction, which claims that thoughts can change a person's life directly. The book alleges energy as assurance of its effectiveness. Wikipedia"
s6104,Ahista Ahista,,,,
s6297,Bhagam Bhag,85%,,,"Champak, the owner of a theatre group, travels to London to organise a show along with Bunty and Babla, two of his group members. They soon find themselves embroiled in a murder they did not commit."
s6578,Deadline: Sirf 24 Ghante,65%,,,"Anishka, the daughter of a doctor, is kidnapped and the abductors demand a hefty ransom. When Dr Viren abides by their rules and delivers the money, the kidnappers vanish with the money and Anishka."
s6871,Golmaal: Fun Unlimited,85%,,,"Friends Gopal, Lucky, Madhav and Laxman often dupe gullible people out of their money. Hilarity ensues when they target a middle-aged couple and simultaneously try wooing their beautiful neighbour."
s7110,Jaan-E-Mann: Let's Fall in Love... Again,79%,,,"Suhaan, an aspiring actor, is in a fix when Piya files for divorce and forces him to pay a large amount as alimony. To avoid paying her, Suhaan uses Agastya's love for Piya and helps him woo her."
s8477,The Real Football Factories,96%,,,"Danny Dyer embarks on a journey into football's violent heartlands, where he discovers the firms, their main men and the true stories of their major battles throughout the years."
s1520,Mukhsin,68%,,,"Mukhsin (Mohd Syafie Naswip), a 12-year-old boy, develops a friendship with Orked (Sharifah Aryana), a 10-year-old girl, and quickly develops a crush on her. He becomes tormented by his love for her but their relationship remains a platonic one."
s1549,The Challenge,71%,English,,"The Challenge is a reality competition show on MTV that is spun off from two of the network's reality shows, The Real World and Road Rules. Wikipedia"
s3134,Don,93%,Tamil,,A man reminisces his good old college days and thinks about how he managed to find his purpose and get his life together.
s1617,Monster House,72%,,,"Three teenagers discover that their neighbour's house is actually a monster that hates children. Soon, they decide to destroy the heart of the house and kill it."
s1623,Stargate SG-1,92%,,,"Colonel Jack O'Neill is summoned out of retirement to embark on a secret mission to Planet Abydos. On Abydos, he discovers a network of Stargates that facilitates interstellar space travel."
s1625,The Da Vinci Code,85%,,,"Symbologist Robert Langdon travels from Paris to London to unravel a bizarre murder. Accompanied by a cryptographer, he soon comes across a religious enigma protected by an age-old secret society."
